crime_id,district,police_station,crime_type,date,latitude,longitude,victim_age,offender_age,status,repeat_offender
CR007746,Shivamogga,Shivamogga PS 5,Theft,2025-04-15,13.903227,75.597338,52,53,Charge Sheet Filed,0
CR007747,Mangaluru,Mangaluru PS 4,Burglary,2023-01-05,12.875979,74.89663,69,46,Closed,0
CR007748,Mysuru,Mysuru PS 5,Assault,2023-02-25,12.390752,76.615406,38,46,Open,0
CR007749,Belagavi,Belagavi PS 4,Assault,2024-10-19,15.906088,74.551965,74,29,Under Investigation,0
CR007750,Bengaluru Urban,Bengaluru PS 5,Assault,2024-10-14,12.952015,77.6023,69,19,Open,0
CR007751,Vijayapura,Vijayapura PS 4,Robbery,2024-01-30,16.725875,75.699095,21,20,Charge Sheet Filed,1
CR007752,Dharwad,Dharwad PS 4,Burglary,2024-03-20,15.387209,74.917522,54,37,Closed,1
CR007753,Tumakuru,Tumakuru PS 3,Theft,2023-01-30,13.33796,77.117059,53,41,Closed,0
CR007754,Vijayapura,Vijayapura PS 4,Drug Offence,2025-05-30,16.866494,75.71596,35,23,Under Investigation,0
CR007755,Mysuru,Mysuru PS 5,Theft,2023-11-18,12.269503,76.623546,65,51,Closed,1
CR007756,Kalaburagi,Kalaburagi PS 4,Assault,2024-05-04,17.312609,76.80817,43,30,Under Investigation,0
CR007757,Tumakuru,Tumakuru PS 5,Assault,2024-09-05,13.310708,77.16319,42,20,Charge Sheet Filed,0
CR007758,Tumakuru,Tumakuru PS 3,Robbery,2024-02-17,13.406939,77.082942,59,28,Closed,0
CR007759,Tumakuru,Tumakuru PS 1,Drug Offence,2023-08-13,13.244533,77.093926,59,54,Under Investigation,0
CR007760,Bengaluru Urban,Bengaluru PS 2,Burglary,2023-01-17,13.062988,77.57415,48,19,Open,0
CR007761,Mysuru,Mysuru PS 4,Fraud,2024-01-11,12.305466,76.597636,68,51,Charge Sheet Filed,0
CR007762,Ballari,Ballari PS 5,Cybercrime,2025-05-10,15.080114,76.933062,32,26,Under Investigation,0
CR007763,Tumakuru,Tumakuru PS 4,Fraud,2024-02-14,13.417903,77.010692,42,39,Under Investigation,0
CR007764,Shivamogga,Shivamogga PS 2,Cybercrime,2024-11-05,13.912108,75.608317,69,46,Closed,1
CR007765,Mangaluru,Mangaluru PS 4,Theft,2023-04-20,12.931684,74.854454,26,27,Under Investigation,0
CR007766,Mysuru,Mysuru PS 1,Fraud,2023-11-15,12.237534,76.664895,49,48,Closed,0
CR007767,Ballari,Ballari PS 4,Cybercrime,2024-02-19,15.151335,76.967951,31,42,Open,0
CR007768,Dharwad,Dharwad PS 4,Fraud,2024-07-11,15.397435,75.028553,57,54,Under Investigation,0
CR007769,Ballari,Ballari PS 2,Vehicle Theft,2025-03-07,15.163786,76.940903,49,58,Under Investigation,0
CR007770,Tumakuru,Tumakuru PS 5,Drug Offence,2023-06-05,13.33328,77.082619,33,29,Open,1
CR007771,Belagavi,Belagavi PS 5,Assault,2024-07-19,15.868495,74.476106,25,37,Charge Sheet Filed,0
CR007772,Vijayapura,Vijayapura PS 1,Assault,2024-03-15,16.874922,75.729186,33,59,Under Investigation,0
CR007773,Shivamogga,Shivamogga PS 2,Fraud,2024-05-15,14.006038,75.550595,43,51,Closed,0
CR007774,Ballari,Ballari PS 5,Robbery,2024-06-07,15.164884,76.912233,45,46,Closed,0
CR007775,Ballari,Ballari PS 1,Assault,2024-09-28,15.128965,76.834594,54,50,Charge Sheet Filed,0
CR007776,Mangaluru,Mangaluru PS 4,Burglary,2025-04-26,12.836615,74.906555,18,23,Open,0
CR007777,Dharwad,Dharwad PS 2,Theft,2023-02-21,15.444001,75.034132,62,62,Under Investigation,1
CR007778,Mangaluru,Mangaluru PS 1,Vehicle Theft,2024-08-16,12.873055,74.847666,64,19,Open,1
CR007779,Mangaluru,Mangaluru PS 1,Vehicle Theft,2024-01-15,12.85551,74.940732,51,45,Charge Sheet Filed,0
CR007780,Dharwad,Dharwad PS 2,Cybercrime,2025-05-09,15.512945,74.97471,48,23,Under Investigation,0
CR007781,Bengaluru Urban,Bengaluru PS 2,Cybercrime,2023-10-01,12.971883,77.585665,45,64,Charge Sheet Filed,0
CR007782,Dharwad,Dharwad PS 4,Cybercrime,2024-09-18,15.429733,75.066686,30,18,Open,1
CR007783,Tumakuru,Tumakuru PS 2,Robbery,2023-02-09,13.308867,77.044679,69,51,Charge Sheet Filed,0
CR007784,Mysuru,Mysuru PS 2,Cybercrime,2025-02-20,12.264229,76.62417,52,63,Under Investigation,1
CR007785,Belagavi,Belagavi PS 2,Vehicle Theft,2025-04-17,15.735283,74.523085,68,21,Under Investigation,0
CR007786,Vijayapura,Vijayapura PS 3,Vehicle Theft,2023-10-11,16.845542,75.712197,19,30,Charge Sheet Filed,0
CR007787,Bengaluru Urban,Bengaluru PS 3,Theft,2023-11-11,12.976271,77.687996,56,43,Under Investigation,0
CR007788,Mangaluru,Mangaluru PS 2,Vehicle Theft,2023-04-25,12.91348,74.822329,38,56,Open,0
CR007789,Mangaluru,Mangaluru PS 4,Theft,2024-05-19,12.930272,74.800568,22,35,Charge Sheet Filed,0
CR007790,Vijayapura,Vijayapura PS 2,Theft,2024-09-01,16.824273,75.626372,31,56,Open,0
CR007791,Tumakuru,Tumakuru PS 3,Fraud,2024-08-20,13.306973,77.08127,18,22,Charge Sheet Filed,0
CR007792,Dharwad,Dharwad PS 2,Theft,2025-04-17,15.524033,75.05749,61,26,Closed,0
CR007793,Mangaluru,Mangaluru PS 2,Fraud,2023-04-15,12.926657,74.839955,22,30,Charge Sheet Filed,0
CR007794,Kalaburagi,Kalaburagi PS 2,Burglary,2023-07-03,17.327212,76.884926,39,42,Charge Sheet Filed,0
CR007795,Mangaluru,Mangaluru PS 5,Burglary,2023-03-14,12.821436,74.874047,18,47,Closed,0
CR007796,Tumakuru,Tumakuru PS 5,Cybercrime,2024-04-15,13.329148,77.164745,25,53,Closed,1
CR007797,Tumakuru,Tumakuru PS 2,Cybercrime,2023-06-11,13.324098,77.075702,72,54,Open,0
CR007798,Mangaluru,Mangaluru PS 1,Robbery,2024-06-17,12.913005,74.855584,35,40,Closed,0
CR007799,Belagavi,Belagavi PS 2,Burglary,2023-09-27,15.860707,74.488284,27,22,Under Investigation,0
CR007800,Belagavi,Belagavi PS 3,Cybercrime,2023-06-16,15.817385,74.420768,62,63,Under Investigation,1
CR007801,Mysuru,Mysuru PS 3,Fraud,2023-09-23,12.35543,76.660602,64,62,Closed,0
CR007802,Vijayapura,Vijayapura PS 4,Burglary,2023-11-15,16.883538,75.692804,66,46,Open,0
CR007803,Belagavi,Belagavi PS 4,Fraud,2024-09-20,15.807424,74.55165,71,45,Open,0
CR007804,Mangaluru,Mangaluru PS 2,Fraud,2023-01-19,12.89941,74.81131,26,47,Open,0
CR007805,Kalaburagi,Kalaburagi PS 5,Assault,2025-05-10,17.299507,76.844941,32,28,Open,1
CR007806,Vijayapura,Vijayapura PS 2,Fraud,2024-03-16,16.947057,75.769364,18,49,Charge Sheet Filed,0
CR007807,Mangaluru,Mangaluru PS 5,Cybercrime,2024-09-25,12.919091,74.843222,24,46,Under Investigation,0
CR007808,Dharwad,Dharwad PS 1,Assault,2024-04-21,15.499283,75.014978,63,22,Open,0
CR007809,Mangaluru,Mangaluru PS 2,Vehicle Theft,2025-03-18,12.909117,74.89363,47,23,Under Investigation,0
CR007810,Tumakuru,Tumakuru PS 4,Cybercrime,2024-12-03,13.27818,77.180171,65,37,Charge Sheet Filed,0
CR007811,Shivamogga,Shivamogga PS 4,Robbery,2023-08-26,13.899263,75.401259,49,34,Charge Sheet Filed,1
CR007812,Dharwad,Dharwad PS 2,Robbery,2023-11-09,15.500852,75.111261,42,21,Under Investigation,0
CR007813,Mysuru,Mysuru PS 4,Fraud,2024-05-23,12.331084,76.635316,20,29,Closed,0
CR007814,Vijayapura,Vijayapura PS 3,Drug Offence,2024-05-18,16.835506,75.677248,54,39,Open,0
CR007815,Shivamogga,Shivamogga PS 1,Assault,2025-03-05,13.915878,75.546437,44,45,Closed,0
CR007816,Tumakuru,Tumakuru PS 3,Drug Offence,2024-10-10,13.412396,77.110552,66,51,Under Investigation,0
CR007817,Belagavi,Belagavi PS 5,Drug Offence,2024-03-13,15.873622,74.60128,55,55,Charge Sheet Filed,0
CR007818,Bengaluru Urban,Bengaluru PS 2,Assault,2023-10-02,12.951368,77.491393,73,37,Closed,1
CR007819,Vijayapura,Vijayapura PS 5,Cybercrime,2024-03-16,16.707277,75.766508,45,60,Closed,0
CR007820,Belagavi,Belagavi PS 4,Vehicle Theft,2024-02-10,15.889938,74.471531,40,30,Charge Sheet Filed,0
CR007821,Mysuru,Mysuru PS 4,Burglary,2023-02-18,12.348238,76.675795,55,37,Charge Sheet Filed,1
CR007822,Mangaluru,Mangaluru PS 3,Vehicle Theft,2023-09-01,12.96652,74.847916,57,53,Open,1
CR007823,Mysuru,Mysuru PS 5,Fraud,2023-05-13,12.262408,76.55619,41,37,Open,1
CR007824,Tumakuru,Tumakuru PS 5,Burglary,2024-05-07,13.405977,77.155108,50,58,Closed,0
CR007825,Mysuru,Mysuru PS 1,Cybercrime,2025-03-13,12.325381,76.58458,48,52,Charge Sheet Filed,0
CR007826,Dharwad,Dharwad PS 1,Robbery,2025-06-17,15.48113,74.969789,43,40,Under Investigation,0
CR007827,Shivamogga,Shivamogga PS 5,Cybercrime,2025-03-30,13.912679,75.604774,36,34,Closed,0
CR007828,Mysuru,Mysuru PS 4,Theft,2023-06-09,12.238181,76.632544,29,32,Charge Sheet Filed,0
CR007829,Belagavi,Belagavi PS 2,Robbery,2024-08-19,15.877393,74.447797,45,43,Open,0
CR007830,Dharwad,Dharwad PS 2,Drug Offence,2023-12-09,15.424099,74.931503,23,23,Charge Sheet Filed,0
CR007831,Dharwad,Dharwad PS 2,Assault,2025-01-12,15.433105,75.003519,52,46,Open,1
CR007832,Mangaluru,Mangaluru PS 4,Burglary,2025-05-28,12.933291,74.888526,40,43,Under Investigation,0
CR007833,Vijayapura,Vijayapura PS 2,Assault,2024-09-30,16.857636,75.738159,32,49,Open,0
CR007834,Bengaluru Urban,Bengaluru PS 4,Cybercrime,2024-08-04,12.985436,77.625344,31,24,Closed,0
CR007835,Bengaluru Urban,Bengaluru PS 5,Theft,2024-09-05,12.949888,77.533294,69,39,Closed,0
CR007836,Tumakuru,Tumakuru PS 4,Burglary,2023-08-10,13.357443,77.106377,64,41,Charge Sheet Filed,0
CR007837,Vijayapura,Vijayapura PS 5,Robbery,2023-12-13,16.750919,75.707822,35,21,Charge Sheet Filed,0
CR007838,Belagavi,Belagavi PS 1,Fraud,2023-05-18,15.898193,74.527579,50,50,Closed,0
CR007839,Tumakuru,Tumakuru PS 3,Cybercrime,2024-08-09,13.369924,77.116939,65,33,Closed,0
CR007840,Dharwad,Dharwad PS 4,Fraud,2024-03-17,15.455702,75.003089,45,63,Closed,0
CR007841,Tumakuru,Tumakuru PS 5,Vehicle Theft,2024-12-21,13.354038,77.071278,38,34,Charge Sheet Filed,0
CR007842,Kalaburagi,Kalaburagi PS 1,Drug Offence,2024-08-01,17.384263,76.839851,47,46,Closed,0
CR007843,Ballari,Ballari PS 3,Fraud,2023-03-13,15.153349,76.936212,63,42,Open,0
CR007844,Bengaluru Urban,Bengaluru PS 1,Drug Offence,2024-06-24,12.93823,77.628645,32,34,Under Investigation,0
CR007845,Kalaburagi,Kalaburagi PS 3,Theft,2023-10-21,17.326865,76.875604,52,18,Charge Sheet Filed,0
CR007846,Vijayapura,Vijayapura PS 5,Robbery,2024-07-25,16.871187,75.74683,31,53,Closed,0
CR007847,Kalaburagi,Kalaburagi PS 2,Robbery,2025-03-20,17.282488,76.830367,40,36,Charge Sheet Filed,1
CR007848,Vijayapura,Vijayapura PS 5,Vehicle Theft,2025-02-24,16.803022,75.710668,72,45,Open,1
CR007849,Tumakuru,Tumakuru PS 4,Drug Offence,2023-07-09,13.27208,77.139235,66,23,Under Investigation,0
CR007850,Belagavi,Belagavi PS 1,Vehicle Theft,2023-08-28,15.831728,74.491495,51,33,Open,0
CR007851,Dharwad,Dharwad PS 2,Assault,2024-08-26,15.525323,75.005344,28,51,Closed,0
CR007852,Shivamogga,Shivamogga PS 3,Vehicle Theft,2023-10-23,13.963547,75.488498,35,34,Under Investigation,1
CR007853,Bengaluru Urban,Bengaluru PS 1,Cybercrime,2023-07-27,13.02594,77.588292,22,61,Open,1
CR007854,Vijayapura,Vijayapura PS 3,Robbery,2025-02-19,16.787689,75.75296,67,22,Under Investigation,1
CR007855,Ballari,Ballari PS 2,Theft,2023-09-20,15.141913,76.882953,37,59,Under Investigation,0
CR007856,Mysuru,Mysuru PS 5,Robbery,2024-05-19,12.388934,76.617215,37,54,Open,0
CR007857,Bengaluru Urban,Bengaluru PS 2,Burglary,2024-01-17,12.982082,77.585453,29,18,Charge Sheet Filed,0
CR007858,Tumakuru,Tumakuru PS 2,Burglary,2024-06-13,13.326436,77.1419,55,39,Under Investigation,0
CR007859,Mangaluru,Mangaluru PS 1,Assault,2023-08-16,12.868898,74.927427,30,28,Under Investigation,0
CR007860,Bengaluru Urban,Bengaluru PS 4,Theft,2024-05-29,12.98253,77.636287,40,33,Open,1
CR007861,Kalaburagi,Kalaburagi PS 3,Burglary,2023-09-21,17.334492,76.900979,23,44,Open,0
CR007862,Mangaluru,Mangaluru PS 3,Cybercrime,2024-07-10,12.880898,74.935016,59,48,Charge Sheet Filed,1
CR007863,Bengaluru Urban,Bengaluru PS 3,Drug Offence,2024-06-30,12.986563,77.602882,40,31,Open,0
CR007864,Mangaluru,Mangaluru PS 1,Assault,2024-05-05,12.909735,74.769812,34,31,Under Investigation,0
CR007865,Ballari,Ballari PS 3,Robbery,2023-11-09,15.127335,76.90696,50,32,Open,0
CR007866,Bengaluru Urban,Bengaluru PS 4,Vehicle Theft,2025-02-19,13.07101,77.609161,67,22,Closed,0
CR007867,Belagavi,Belagavi PS 1,Drug Offence,2024-03-15,15.866138,74.496684,52,44,Under Investigation,0
CR007868,Ballari,Ballari PS 3,Vehicle Theft,2024-12-23,15.173064,76.950669,47,26,Charge Sheet Filed,0
CR007869,Vijayapura,Vijayapura PS 4,Burglary,2023-09-01,16.867034,75.734878,63,32,Charge Sheet Filed,0
CR007870,Tumakuru,Tumakuru PS 3,Vehicle Theft,2024-08-16,13.370093,77.121031,21,36,Closed,0
CR007871,Belagavi,Belagavi PS 5,Vehicle Theft,2024-10-09,15.831514,74.521465,44,50,Under Investigation,0
CR007872,Ballari,Ballari PS 2,Robbery,2023-09-27,15.213075,76.926988,58,31,Charge Sheet Filed,1
CR007873,Mangaluru,Mangaluru PS 1,Cybercrime,2024-05-03,12.860268,74.772235,59,48,Closed,0
CR007874,Kalaburagi,Kalaburagi PS 5,Drug Offence,2025-05-26,17.259416,76.811293,25,35,Under Investigation,1
CR007875,Mangaluru,Mangaluru PS 3,Fraud,2023-01-14,12.933718,74.861733,22,46,Under Investigation,1
CR007876,Bengaluru Urban,Bengaluru PS 1,Fraud,2023-08-27,12.940391,77.605552,52,48,Charge Sheet Filed,0
CR007877,Mysuru,Mysuru PS 2,Vehicle Theft,2025-03-31,12.248148,76.585689,62,21,Charge Sheet Filed,0
CR007878,Bengaluru Urban,Bengaluru PS 2,Drug Offence,2025-02-28,13.004566,77.614728,39,51,Closed,0
CR007879,Kalaburagi,Kalaburagi PS 1,Fraud,2023-02-01,17.308134,76.928943,42,50,Closed,0
CR007880,Vijayapura,Vijayapura PS 2,Vehicle Theft,2025-01-07,16.700261,75.702252,21,64,Closed,1
CR007881,Mysuru,Mysuru PS 5,Cybercrime,2025-01-15,12.33472,76.612164,62,51,Open,0
CR007882,Belagavi,Belagavi PS 5,Fraud,2024-11-11,15.882459,74.485926,32,33,Closed,0
CR007883,Kalaburagi,Kalaburagi PS 1,Drug Offence,2024-08-25,17.314584,76.879125,64,48,Closed,1
CR007884,Ballari,Ballari PS 1,Vehicle Theft,2023-12-20,15.182374,76.933621,22,46,Under Investigation,1
CR007885,Shivamogga,Shivamogga PS 1,Vehicle Theft,2024-02-26,13.974685,75.558994,46,52,Closed,0
CR007886,Dharwad,Dharwad PS 2,Fraud,2024-09-01,15.501007,74.985708,30,47,Charge Sheet Filed,0
CR007887,Dharwad,Dharwad PS 2,Vehicle Theft,2024-06-02,15.48685,74.946176,43,42,Open,0
CR007888,Ballari,Ballari PS 1,Drug Offence,2024-08-09,15.110948,76.895611,33,34,Charge Sheet Filed,0
CR007889,Ballari,Ballari PS 4,Burglary,2023-12-13,15.239701,76.939491,27,47,Open,0
CR007890,Vijayapura,Vijayapura PS 2,Cybercrime,2023-05-08,16.803863,75.679699,60,58,Charge Sheet Filed,1
CR007891,Ballari,Ballari PS 4,Fraud,2023-02-22,15.059872,76.888183,65,43,Closed,0
CR007892,Dharwad,Dharwad PS 2,Vehicle Theft,2023-09-21,15.483283,74.944954,19,25,Under Investigation,0
CR007893,Tumakuru,Tumakuru PS 5,Cybercrime,2023-11-14,13.40162,77.108802,42,35,Open,0
CR007894,Mangaluru,Mangaluru PS 1,Cybercrime,2023-01-08,13.007751,74.847057,25,58,Charge Sheet Filed,0
CR007895,Belagavi,Belagavi PS 1,Robbery,2023-06-05,15.829758,74.564899,69,26,Open,1
CR007896,Tumakuru,Tumakuru PS 5,Theft,2024-12-27,13.330739,77.022796,42,33,Open,0
CR007897,Mangaluru,Mangaluru PS 4,Vehicle Theft,2023-05-23,12.927385,74.836705,30,24,Charge Sheet Filed,1
CR007898,Ballari,Ballari PS 5,Burglary,2023-01-09,15.180395,76.955654,53,25,Under Investigation,0
CR007899,Vijayapura,Vijayapura PS 5,Burglary,2023-09-27,16.855807,75.719915,25,22,Open,0
CR007900,Mysuru,Mysuru PS 1,Cybercrime,2025-04-14,12.288584,76.610264,28,41,Closed,1
CR007901,Ballari,Ballari PS 4,Cybercrime,2024-04-14,15.144862,76.996071,53,50,Closed,1
CR007902,Mysuru,Mysuru PS 1,Vehicle Theft,2023-01-05,12.306342,76.621115,26,31,Charge Sheet Filed,1
CR007903,Kalaburagi,Kalaburagi PS 5,Drug Offence,2025-03-30,17.342164,76.828314,49,61,Under Investigation,1
CR007904,Tumakuru,Tumakuru PS 5,Cybercrime,2024-11-28,13.434626,77.170974,59,57,Charge Sheet Filed,0
CR007905,Vijayapura,Vijayapura PS 3,Theft,2023-11-23,16.881399,75.708625,32,63,Open,0
CR007906,Vijayapura,Vijayapura PS 2,Burglary,2025-05-11,16.787433,75.673568,46,42,Under Investigation,0
CR007907,Shivamogga,Shivamogga PS 3,Burglary,2024-01-07,13.906388,75.527837,56,19,Under Investigation,0
CR007908,Shivamogga,Shivamogga PS 4,Assault,2024-01-07,13.85151,75.635833,55,63,Charge Sheet Filed,0
CR007909,Belagavi,Belagavi PS 4,Assault,2024-08-18,15.86519,74.420033,57,22,Charge Sheet Filed,0
CR007910,Tumakuru,Tumakuru PS 1,Robbery,2023-07-28,13.301176,77.109633,38,53,Closed,0
CR007911,Bengaluru Urban,Bengaluru PS 4,Theft,2023-08-27,13.037009,77.493459,43,54,Under Investigation,0
CR007912,Vijayapura,Vijayapura PS 1,Vehicle Theft,2024-12-18,16.788536,75.711618,37,62,Under Investigation,0
CR007913,Mysuru,Mysuru PS 5,Cybercrime,2023-06-04,12.246296,76.745533,19,53,Under Investigation,0
CR007914,Kalaburagi,Kalaburagi PS 2,Robbery,2025-05-27,17.328963,76.796495,54,63,Open,0
CR007915,Shivamogga,Shivamogga PS 4,Cybercrime,2025-03-03,13.873269,75.499503,34,29,Charge Sheet Filed,0
CR007916,Tumakuru,Tumakuru PS 3,Fraud,2023-01-29,13.384752,77.044005,26,30,Closed,0
CR007917,Belagavi,Belagavi PS 2,Burglary,2024-05-23,15.860673,74.469157,74,20,Charge Sheet Filed,0
CR007918,Shivamogga,Shivamogga PS 4,Burglary,2024-03-23,13.962955,75.609547,59,52,Charge Sheet Filed,0
CR007919,Ballari,Ballari PS 3,Robbery,2025-02-11,15.097445,76.957319,64,42,Open,0
CR007920,Ballari,Ballari PS 1,Assault,2025-02-17,15.110504,76.923403,57,39,Under Investigation,1
CR007921,Mysuru,Mysuru PS 3,Assault,2024-02-13,12.268566,76.653981,29,26,Open,0
CR007922,Mysuru,Mysuru PS 3,Cybercrime,2024-01-04,12.321019,76.562153,21,58,Charge Sheet Filed,1
CR007923,Tumakuru,Tumakuru PS 3,Drug Offence,2023-08-23,13.375414,77.081324,46,51,Charge Sheet Filed,0
CR007924,Shivamogga,Shivamogga PS 1,Vehicle Theft,2024-07-27,13.919408,75.473147,60,25,Under Investigation,1
CR007925,Kalaburagi,Kalaburagi PS 4,Cybercrime,2024-07-12,17.343498,76.864874,39,57,Open,1
CR007926,Mysuru,Mysuru PS 1,Vehicle Theft,2024-05-28,12.356187,76.652207,30,46,Charge Sheet Filed,0
CR007927,Kalaburagi,Kalaburagi PS 2,Assault,2023-11-14,17.307411,76.839277,34,32,Closed,1
CR007928,Shivamogga,Shivamogga PS 4,Burglary,2023-10-18,13.988107,75.518739,72,33,Closed,0
CR007929,Belagavi,Belagavi PS 2,Robbery,2024-11-30,15.899466,74.410918,24,43,Charge Sheet Filed,0
CR007930,Bengaluru Urban,Bengaluru PS 3,Assault,2023-12-22,13.051066,77.573906,40,57,Under Investigation,1
CR007931,Belagavi,Belagavi PS 4,Burglary,2024-02-15,15.850687,74.559314,61,44,Open,0
CR007932,Mysuru,Mysuru PS 2,Cybercrime,2023-09-21,12.377633,76.723886,32,55,Charge Sheet Filed,0
CR007933,Mysuru,Mysuru PS 4,Robbery,2025-06-18,12.334272,76.575332,49,29,Charge Sheet Filed,0
CR007934,Shivamogga,Shivamogga PS 5,Theft,2024-06-25,13.993384,75.490802,48,44,Closed,1
CR007935,Vijayapura,Vijayapura PS 5,Vehicle Theft,2024-12-10,16.85424,75.717522,40,55,Closed,0
CR007936,Belagavi,Belagavi PS 4,Drug Offence,2024-06-29,15.813981,74.429408,21,28,Under Investigation,1
CR007937,Shivamogga,Shivamogga PS 3,Vehicle Theft,2024-07-07,13.878512,75.577087,21,20,Closed,0
CR007938,Mangaluru,Mangaluru PS 2,Theft,2023-08-31,12.917506,74.909056,48,47,Under Investigation,0
CR007939,Dharwad,Dharwad PS 2,Cybercrime,2024-12-06,15.499063,74.941002,54,23,Under Investigation,0
CR007940,Belagavi,Belagavi PS 2,Robbery,2024-05-17,15.843549,74.506947,38,59,Under Investigation,0
CR007941,Bengaluru Urban,Bengaluru PS 3,Vehicle Theft,2023-11-26,13.037516,77.601061,29,56,Charge Sheet Filed,0
CR007942,Ballari,Ballari PS 3,Drug Offence,2024-09-04,15.109583,76.962139,35,61,Open,0
CR007943,Kalaburagi,Kalaburagi PS 2,Burglary,2024-09-12,17.352478,76.861176,29,28,Open,0
CR007944,Tumakuru,Tumakuru PS 2,Fraud,2023-07-06,13.393429,77.064918,59,23,Closed,0
CR007945,Shivamogga,Shivamogga PS 4,Drug Offence,2025-01-29,13.949623,75.533888,35,44,Open,0
CR007946,Vijayapura,Vijayapura PS 4,Assault,2023-01-19,16.720859,75.770253,36,29,Charge Sheet Filed,1
CR007947,Mysuru,Mysuru PS 2,Drug Offence,2023-11-15,12.297834,76.626328,59,23,Closed,0
CR007948,Tumakuru,Tumakuru PS 5,Theft,2024-02-26,13.292865,77.108648,63,36,Closed,0
CR007949,Shivamogga,Shivamogga PS 4,Assault,2024-10-02,13.835361,75.526732,36,20,Charge Sheet Filed,0
CR007950,Mysuru,Mysuru PS 3,Vehicle Theft,2025-03-22,12.359895,76.615262,38,63,Closed,1
CR007951,Ballari,Ballari PS 3,Assault,2024-12-18,15.130114,76.862696,29,61,Charge Sheet Filed,0
CR007952,Ballari,Ballari PS 3,Fraud,2024-06-30,15.143413,76.932969,66,33,Charge Sheet Filed,1
CR007953,Vijayapura,Vijayapura PS 2,Vehicle Theft,2024-12-30,16.857501,75.717659,50,58,Closed,0
CR007954,Shivamogga,Shivamogga PS 4,Robbery,2025-04-03,13.942097,75.673695,61,20,Charge Sheet Filed,0
CR007955,Belagavi,Belagavi PS 4,Burglary,2024-04-01,15.848429,74.499182,70,27,Charge Sheet Filed,0
CR007956,Kalaburagi,Kalaburagi PS 2,Burglary,2024-01-30,17.309468,76.874362,35,44,Closed,0
CR007957,Kalaburagi,Kalaburagi PS 1,Assault,2024-03-20,17.315708,76.918737,28,39,Charge Sheet Filed,0
CR007958,Tumakuru,Tumakuru PS 4,Burglary,2025-05-21,13.400847,77.097952,65,30,Open,0
CR007959,Mysuru,Mysuru PS 1,Theft,2025-06-06,12.296302,76.633486,41,59,Open,0
CR007960,Ballari,Ballari PS 5,Robbery,2024-12-29,15.22931,76.832296,27,64,Closed,0
CR007961,Ballari,Ballari PS 2,Vehicle Theft,2025-01-31,15.17239,76.953387,73,41,Under Investigation,0
CR007962,Shivamogga,Shivamogga PS 5,Burglary,2025-05-27,13.932495,75.500944,47,26,Closed,1
CR007963,Mysuru,Mysuru PS 2,Theft,2024-02-01,12.296816,76.651018,45,48,Open,0
CR007964,Bengaluru Urban,Bengaluru PS 5,Theft,2024-07-18,12.965283,77.481906,36,24,Under Investigation,0
CR007965,Ballari,Ballari PS 2,Burglary,2024-11-09,15.229479,76.998736,43,41,Open,0
CR007966,Bengaluru Urban,Bengaluru PS 4,Drug Offence,2024-04-28,13.033938,77.638704,63,34,Open,0
CR007967,Bengaluru Urban,Bengaluru PS 3,Theft,2025-05-26,12.977077,77.593938,24,54,Closed,0
CR007968,Vijayapura,Vijayapura PS 4,Burglary,2023-08-25,16.792177,75.705578,68,60,Under Investigation,0
CR007969,Mangaluru,Mangaluru PS 4,Assault,2024-06-22,12.935289,74.782729,22,49,Charge Sheet Filed,0
CR007970,Mangaluru,Mangaluru PS 4,Drug Offence,2025-04-21,12.858105,74.881903,28,26,Under Investigation,0
CR007971,Tumakuru,Tumakuru PS 1,Robbery,2023-02-05,13.421731,77.024201,18,23,Closed,1
CR007972,Shivamogga,Shivamogga PS 2,Assault,2024-06-11,13.953202,75.559349,45,31,Open,1
CR007973,Shivamogga,Shivamogga PS 2,Vehicle Theft,2023-10-10,13.878541,75.58985,32,55,Open,1
CR007974,Belagavi,Belagavi PS 3,Theft,2024-06-09,15.789509,74.595012,58,61,Open,0
CR007975,Ballari,Ballari PS 5,Cybercrime,2024-05-19,15.210076,76.976094,52,27,Under Investigation,1
CR007976,Mysuru,Mysuru PS 4,Drug Offence,2023-04-30,12.332313,76.713749,63,58,Under Investigation,1
CR007977,Bengaluru Urban,Bengaluru PS 3,Drug Offence,2023-01-11,12.934573,77.540166,35,60,Charge Sheet Filed,0
CR007978,Shivamogga,Shivamogga PS 4,Fraud,2024-06-06,13.84107,75.562759,21,62,Under Investigation,0
CR007979,Mysuru,Mysuru PS 3,Robbery,2023-12-20,12.306472,76.663919,59,62,Closed,0
CR007980,Ballari,Ballari PS 3,Theft,2024-01-28,15.124489,76.921294,49,39,Open,0
CR007981,Vijayapura,Vijayapura PS 5,Fraud,2024-01-30,16.840157,75.76446,44,60,Closed,0
CR007982,Bengaluru Urban,Bengaluru PS 3,Drug Offence,2024-06-09,12.84647,77.534613,59,38,Under Investigation,0
CR007983,Mysuru,Mysuru PS 4,Burglary,2024-11-26,12.321874,76.661065,41,43,Open,0
CR007984,Mangaluru,Mangaluru PS 3,Cybercrime,2024-07-02,12.866367,74.791175,29,61,Charge Sheet Filed,0
CR007985,Bengaluru Urban,Bengaluru PS 2,Drug Offence,2023-01-06,12.961673,77.649532,73,61,Under Investigation,0
CR007986,Belagavi,Belagavi PS 1,Burglary,2023-04-15,15.870362,74.541312,18,33,Under Investigation,0
